Item_1,Item_2,Item_3,Item_4,Item_5,Item_6
-0.13107736428050676,4.165002355337796,1.0684040399095558,,,
0.8098507315982829,-0.5355061332680195,0.24405852211733087,,,
2.105441631865275,-0.81326018017344,3.311395409038514,,,
-0.020130411501136966,-0.69337927875464,0.2525696257640684,3.2256901885243474,,
5.39627648632036,1.4085874629313087,0.6554018466467516,,,
-0.018722962225417673,0.03914523713590502,2.2657120280749647,,,
-0.07082638867184875,-0.23949357648362285,-0.6579739330824775,1.7381191874730895,1.8370106002617472,
1.9540400367666257,1.958431878401275,0.5632994855750832,-1.0437819177642371,,-0.9424190397080736
-0.29189546802602734,1.7100935455412394,3.884896588864406,,0.6887979083508629,
-2.3535985529170076,0.2931875095915214,2.311634940687342,,,
-1.1935773820499802,0.5678270160050083,0.7063956351385365,,,
-0.24642702123767488,-3.3285955717853697,-3.0674501426888394,,,
2.122142767806335,1.4683670468235774,-5.521658273072371,,-0.2220283414721269,-3.418266242345343
4.143240237938093,-0.8523324131599723,0.7519181392535575,0.5543077601520272,,
-0.1694181749869539,-0.5708950596146878,-0.8086571501026619,-0.20121492831223603,,-1.2935182658864472
-1.7510644280841066,0.8127715822380961,-0.5584178448913857,,-3.1682915719000047,
1.3091456736758174,0.8376873327650802,1.48998634224214,,1.3239199800633081,
-0.5812979849843959,-0.8999094586420586,-0.6538529505852058,2.070587562572444,,
-0.09233149204494925,3.8081099600437898,-0.1490125890900228,,,
-2.024618791610613,0.2998568573273407,1.1405001864201019,,-1.7727809822222322,1.4565107895427791
1.4208519358810903,2.293618559272799,1.458482501705482,,,
2.2237117852072785,-0.9651390470958392,-3.1194825213104984,,-3.140226479390064,
